       224/3660      , 0.00065797, 0.00038673, -3.2339e-05,    -1.6074,   -0.01572
       225/3660      , 0.00065797, 0.00038737, -9.0201e-05,    -1.6072,  -0.015774
       226/3660      , 0.00065797, 0.00038776, -9.5367e-05,    -1.6069,  -0.015777
       227/3660      , 0.00065797, 0.00038698, -0.00014457,    -1.6064,  -0.015821
       228/3660      , 0.00065683,  0.0032824, 0.00025262,     -1.607,  -0.012535
       229/3660      , 0.00065683,  0.0021936, -7.0461e-05,    -1.6075,  -0.013952
       230/3660      , 0.00065683,  0.0016085, 0.00014344,    -1.6074,  -0.014322
       231/3660      , 0.00065683,  0.0015963, -2.272e-05,    -1.6068,  -0.014494
       232/3660      , 0.00065683,  0.0017127, 1.6794e-05,    -1.6065,  -0.014336
       233/3660      , 0.00065683,  0.0014801, -8.1669e-05,    -1.6067,  -0.014668
       234/3660      , 0.00065569, 0.00039405, 0.00010808,    -1.6072,   -0.01557
       235/3660      , 0.00065569,  0.0003972, -6.2037e-05,     -1.607,  -0.015734
       236/3660      , 0.00065569,  0.0003946, -0.00010265,    -1.6063,  -0.015771
       237/3660      , 0.00065569, 0.00039477, -0.00022427,    -1.6061,   -0.01589
       238/3660      , 0.00065569, 0.00039319, -0.00026733,    -1.6055,  -0.015929
       239/3660      , 0.00065569, 0.00039499, -0.0002171,    -1.6051,  -0.015873
       240/3660      , 0.00065456,   0.001525, 6.4993e-05,    -1.6072,  -0.014482
       241/3660      , 0.00065456,   0.001366, -0.00010265,    -1.6071,  -0.014807
       242/3660      , 0.00065456,  0.0013032, -0.00017986,    -1.6069,  -0.014945
       243/3660      , 0.00065456,   0.001292, -0.00020818,    -1.6057,  -0.014973
       244/3660      , 0.00065456,  0.0012754, -0.00026842,    -1.6053,  -0.015046
       245/3660      , 0.00065456,  0.0012694, -0.0003044,     -1.605,  -0.015085
       246/3660      , 0.00065342,  0.0011355, 4.4548e-05,     -1.607,   -0.01489
       247/3660      , 0.00065342,  0.0010595, -9.4129e-05,    -1.6064,  -0.015098
       248/3660      , 0.00065342,  0.0010276, -0.00013736,    -1.6057,  -0.015167
       249/3660      , 0.00065342,   0.001013, -6.9571e-05,     -1.605,  -0.015107
       250/3660      , 0.00065342,  0.0010056, -0.00034875,    -1.6046,  -0.015389
       251/3660      , 0.00065342,  0.0010115, -0.00020234,    -1.6039,   -0.01523
       252/3660      , 0.00065229,   0.010102,   0.001394,    -1.6056, -0.0045598
       253/3660      , 0.00065229,  0.0078763,  0.0015879,    -1.6063, -0.0065991
       254/3660      , 0.00065229,  0.0072105,  0.0018512,    -1.6065, -0.0070031
       255/3660      , 0.00065229,  0.0064504,  0.0010274,    -1.6059, -0.0085808
       256/3660      , 0.00065229,   0.005585, 0.00096781,    -1.6056, -0.0095036
       257/3660      , 0.00065229,  0.0051516, 0.00034058,    -1.6049,  -0.010557
       258/3660      , 0.00065115,  0.0011847, -9.1237e-05,    -1.6063,   -0.01497
       259/3660      , 0.00065115,  0.0011653, 0.00029671,    -1.6061,  -0.014599
       260/3660      , 0.00065115,  0.0011185, -0.00019999,    -1.6055,  -0.015136
       261/3660      , 0.00065115,  0.0011143, -0.00035627,    -1.6045,  -0.015287
       262/3660      , 0.00065115,   0.001114, -0.0003495,    -1.6043,  -0.015278
       263/3660      , 0.00065115,  0.0011129, -0.00032567,     -1.604,  -0.015253
       264/3660      , 0.00065001, 0.00038818, 0.00013675,    -1.6058,  -0.015533
       265/3660      , 0.00065001, 0.00038948, -8.2051e-05,    -1.6055,  -0.015747
       266/3660      , 0.00065001, 0.00038891, -0.00019115,     -1.605,  -0.015852
       267/3660      , 0.00065001, 0.00039122, -0.00018969,    -1.6043,  -0.015842
       268/3660      , 0.00065001, 0.00039116, -0.00024477,     -1.604,  -0.015894
       269/3660      , 0.00065001, 0.00039168, -0.00023855,    -1.6034,  -0.015881
       270/3660      , 0.00064888,  0.0012959, 0.00015504,     -1.606,  -0.014609
       271/3660      , 0.00064888,  0.0011024, 9.5027e-05,    -1.6064,  -0.014866
       272/3660      , 0.00064888,  0.0010396, -0.0001475,    -1.6053,  -0.015161
       273/3660      , 0.00064888,  0.0011057, -9.9317e-05,    -1.6052,  -0.015045
       274/3660      , 0.00064888,  0.0010734, -0.0002569,    -1.6044,  -0.015227
       275/3660      , 0.00064888,  0.0010297, -0.00021356,    -1.6041,  -0.015225
       276/3660      , 0.00064774,  0.0063101, 0.00027159,    -1.6054, -0.0094727
       277/3660      , 0.00064774,  0.0052735, 0.00016141,     -1.605,  -0.010615
       278/3660      , 0.00064774,  0.0050745, -0.00042241,    -1.6049,  -0.011396
       279/3660      , 0.00064774,  0.0050591, -0.00044809,    -1.6039,  -0.011428
       280/3660      , 0.00064774,  0.0050342, -7.9929e-05,    -1.6027,  -0.011073
       281/3660      , 0.00064774,  0.0049233, -0.00060191,    -1.6023,  -0.011702
       282/3660      ,  0.0006466,   0.058371,  0.0054773,    -1.5914,   0.047935
       283/3660      ,  0.0006466,   0.047583,  0.0031766,    -1.5928,   0.034832
       284/3660      ,  0.0006466,   0.044616,  0.0028424,    -1.5917,   0.031541
       285/3660      ,  0.0006466,   0.042565,  0.0042331,     -1.591,   0.030888
       286/3660      ,  0.0006466,   0.040049,  0.0015758,    -1.5905,   0.025721
       287/3660      ,  0.0006466,    0.03845,  0.0029996,    -1.5899,   0.025551
       288/3660      , 0.00064547,  0.0040568, 0.00055587,    -1.6018,  -0.011406
       289/3660      , 0.00064547,  0.0030473, 2.3271e-05,    -1.6026,  -0.012955
